filename,emotion_recode2,added_manually,sample_weight
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1634421_883949_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1602809_864373_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1599631_862164_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1595425_859010_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1595340_858973_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1566054_841866_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1542172_826048_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1541634_825664_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1541627_825659_image.jpeg,Pessimistic,1,4
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1522006_812669_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1498946_796279_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1486102_788880_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1456075_770650_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1450486_766763_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1450210_766632_image.jpeg,Neutral,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1446203_763899_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1446108_763824_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1437208_757419_image.jpeg,Pessimistic,1,1
